drug,brandNameDrug,medicalDrugName
Ciprofloxacin HCL Ophthalmic Solution (Ciloxan Ophthalmic Solution),Ciprofloxacin,Ciloxan
Ciprofloxacin HCL Ophthalmic Solution (Ciloxan Ophthalmic Solution),Ciprofloxacin,Ciloxan
Ciprofloxacin IV (Cipro I.V.),Ciprofloxacin,Cipro
Ciprofloxacin Otic Solution (Cetraxal),Ciprofloxacin,Cetraxal
Ciprofloxacin Otic Solution (Cetraxal),Ciprofloxacin,Cetraxal
Ciprofloxacin Otic Suspension (Otiprio),Ciprofloxacin,Otiprio
CIS-Sulfur Colloid (CIS-Sulfur Colloid),CIS-Sulfur,CIS-Sulfur
Cisapride (Removed from US Market) (Propulsid),Cisapride,Removed
Cisatracurium Besylate Injection (Nimbex),Cisatracurium,Nimbex
Cisatracurium Besylate Injection (Nimbex),Cisatracurium,Nimbex
Cisplatin (Cisplatin Injection),Cisplatin,Cisplatin
Cisplatin for Injection (Platinol),Cisplatin,Platinol
Cisplatin for Injection (Platinol),Cisplatin,Platinol
Cisplatin Injection (Cisplatin),Cisplatin,Cisplatin
Cisplatin Injection (Platinol-AQ),Cisplatin,Platinol-AQ
Cisplatin Injection (Platinol-AQ),Cisplatin,Platinol-AQ
Citalopram Hydrobromide (Celexa),Citalopram,Celexa
Citalopram Hydrobromide (Celexa),Citalopram,Celexa
"Citric Acid, Glucono-Delta-Lactone and Magnesium Carbonate Irrigation (Renacidin)",Citric,Renacidin
Cladribine Injection For Intravenous Infusion Only (Leustatin),Cladribine,Leustatin
Cladribine Injection For Intravenous Infusion Only (Leustatin),Cladribine,Leustatin
Claforan (Cefotaxime),Claforan,Cefotaxime
Claforan (Cefotaxime),Claforan,Cefotaxime
Clarinex (Desloratadine),Clarinex,Desloratadine
Clarinex (Desloratadine),Clarinex,Desloratadine
Clarinex-D 12hr (Desloratadine and Pseudoephedrine Sulfate),Clarinex-D,Desloratadine
Clarinex-D 12hr (Desloratadine and Pseudoephedrine Sulfate),Clarinex-D,Desloratadine
Clarinex-D 24hr (Desloratadine and Pseudoephedrine Sulfate),Clarinex-D,Desloratadine
Clarinex-D 24hr (Desloratadine and Pseudoephedrine Sulfate),Clarinex-D,Desloratadine
"Clarithromycin (Biaxin, Biaxin XL)",Clarithromycin,Biaxin
"Clarithromycin (Biaxin, Biaxin XL)",Clarithromycin,Biaxin
Claritin (Loratadine),Claritin,Loratadine
Claritin (Loratadine),Claritin,Loratadine
Claritin D (Loratadine and Pseudoephedrine),Claritin,Loratadine
Claritin D (Loratadine and Pseudoephedrine),Claritin,Loratadine
Clemastine Fumarate Syrup (Clemastine Fumarate Syrup),Clemastine,Clemastine
Clemastine Fumarate Tablets (Clemastine Fumarate Tablets),Clemastine,Clemastine
Cleocin (Clindamycin),Cleocin,Clindamycin
Cleocin (Clindamycin),Cleocin,Clindamycin
Cleocin I.V. (Clindamycin),Cleocin,Clindamycin
Cleocin T (Clindamycin Topical),Cleocin,Clindamycin
Cleocin T (Clindamycin Topical),Cleocin,Clindamycin
"Cleocin Vaginal Cream (Clindamycin Phosphate Vaginal Cream, USP)",Cleocin,Clindamycin
Cleocin Vaginal Ovules (Clindamycin Phosphate Vaginal Suppositories),Cleocin,Clindamycin
Cleocin Vaginal Ovules (Clindamycin Phosphate Vaginal Suppositories),Cleocin,Clindamycin
Clevidipine Butyrate (Cleviprex),Clevidipine,Cleviprex
Clevidipine Butyrate (Cleviprex),Clevidipine,Cleviprex
Cleviprex (Clevidipine Butyrate),Cleviprex,Clevidipine
Cleviprex (Clevidipine Butyrate),Cleviprex,Clevidipine
Climara (Estradiol Transdermal),Climara,Estradiol
Climara (Estradiol Transdermal),Climara,Estradiol
"Climara Pro (Estradiol, Levonorgestrel Transdermal)",Climara,Estradiol
"Climara Pro (Estradiol, Levonorgestrel Transdermal)",Climara,Estradiol
Clindamycin (Cleocin),Clindamycin,Cleocin
Clindamycin (Cleocin),Clindamycin,Cleocin
Clindamycin (Cleocin I.V.),Clindamycin,Cleocin
Clindamycin (Clindets),Clindamycin,Clindets
Clindamycin and Benzoyl Peroxide (BenzaClin),Clindamycin,BenzaClin
Clindamycin and Benzoyl Peroxide (BenzaClin),Clindamycin,BenzaClin
Clindamycin Benzoyl Peroxide (Duac Topical Gel),Clindamycin,Duac
Clindamycin Benzoyl Peroxide (Duac Topical Gel),Clindamycin,Duac
Clindamycin Phosphate (Clindesse),Clindamycin,Clindesse
Clindamycin Phosphate (Evoclin),Clindamycin,Evoclin
Clindamycin Phosphate (Evoclin),Clindamycin,Evoclin
Clindamycin Phosphate 1.2% and Benzoyl Peroxide 2.5% (Acanya Gel),Clindamycin,Acanya
Clindamycin Phosphate 1.2% and Benzoyl Peroxide 2.5% (Acanya Gel),Clindamycin,Acanya
Clindamycin Phosphate and Tretinoin Gel (Veltin),Clindamycin,Veltin
Clindamycin Phosphate Topical Solution (Clindamycin Phosphate Topical Solution),Clindamycin,Clindamycin
"Clindamycin Phosphate Vaginal Cream, USP (Cleocin Vaginal Cream)",Clindamycin,Cleocin
Clindamycin Phosphate Vaginal Suppositories (Cleocin Vaginal Ovules),Clindamycin,Cleocin
Clindamycin Phosphate Vaginal Suppositories (Cleocin Vaginal Ovules),Clindamycin,Cleocin
"Clindamycin Phosphate, Tretinoin (Ziana Gel)",Clindamycin,Ziana
"Clindamycin Phosphate, Tretinoin (Ziana Gel)",Clindamycin,Ziana
Clindamycin Topical (Cleocin T),Clindamycin,Cleocin
Clindamycin Topical (Cleocin T),Clindamycin,Cleocin
Clindesse (Clindamycin Phosphate),Clindesse,Clindamycin
Clindets (Clindamycin),Clindets,Clindamycin
Clinolipid (Lipid Injectable Emulsion for Intravenous Use),Clinolipid,Lipid
Clinoril (Sulindac),Clinoril,Sulindac
Clinoril (Sulindac),Clinoril,Sulindac
Clobazam Tablets and Oral Suspension (Onfi),Clobazam,Onfi
Clobazam Tablets and Oral Suspension (Onfi),Clobazam,Onfi
Clobetasol Propionate (Olux),Clobetasol,Olux
Clobetasol Propionate (Olux),Clobetasol,Olux
Clobetasol Propionate Cream and Ointment (Temovate),Clobetasol,Temovate
Clobetasol Propionate Cream and Ointment (Temovate),Clobetasol,Temovate
Clobetasol Propionate Foam (Olux-E),Clobetasol,Olux-E
Clobetasol Propionate Foam (Olux-E),Clobetasol,Olux-E
Clobetasol Propionate Gel (Clobevate),Clobetasol,Clobevate
Clobetasol Propionate Gel (Clobevate),Clobetasol,Clobevate
Clobetasol Propionate Gel (Temovate Gel),Clobetasol,Temovate
Clobetasol Propionate Gel (Temovate Gel),Clobetasol,Temovate
Clobetasol Propionate Lotion (Clobex Lotion),Clobetasol,Clobex
Clobetasol Propionate Lotion (Clobex Lotion),Clobetasol,Clobex
Clobetasol Propionate Ointment (Cormax Ointment),Clobetasol,Cormax
Clobetasol Propionate Ointment (Cormax Ointment),Clobetasol,Cormax
Clobetasol Propionate Scalp Application (Temovate Scalp),Clobetasol,Temovate
Clobetasol Propionate Scalp Application (Temovate Scalp),Clobetasol,Temovate
Clobetasol Propionate Shampoo (Clobex Shampoo),Clobetasol,Clobex
Clobetasol Propionate Shampoo (Clobex Shampoo),Clobetasol,Clobex
Clobetasol Propionate Spray (Clobex Spray),Clobetasol,Clobex
Clobetasol Propionate Spray (Clobex Spray),Clobetasol,Clobex
Clobevate (Clobetasol Propionate Gel),Clobevate,Clobetasol
Clobevate (Clobetasol Propionate Gel),Clobevate,Clobetasol
Clobex Lotion (Clobetasol Propionate Lotion),Clobex,Clobetasol
Clobex Lotion (Clobetasol Propionate Lotion),Clobex,Clobetasol
Clobex Shampoo (Clobetasol Propionate Shampoo),Clobex,Clobetasol
Clobex Shampoo (Clobetasol Propionate Shampoo),Clobex,Clobetasol
Clobex Spray (Clobetasol Propionate Spray),Clobex,Clobetasol
Clobex Spray (Clobetasol Propionate Spray),Clobex,Clobetasol
Clocortolone (Cloderm),Clocortolone,Cloderm
Clocortolone (Cloderm),Clocortolone,Cloderm
Cloderm (Clocortolone),Cloderm,Clocortolone
Cloderm (Clocortolone),Cloderm,Clocortolone
Clofarabine (Clolar),Clofarabine,Clolar
Clofarabine (Clolar),Clofarabine,Clolar
Clofazimine (Lamprene),Clofazimine,Lamprene
Clofibrate (Atromid-S),Clofibrate,Atromid-S
Clolar (Clofarabine),Clolar,Clofarabine
Clolar (Clofarabine),Clolar,Clofarabine
Clomid (Clomiphene),Clomid,Clomiphene
Clomid (Clomiphene),Clomid,Clomiphene
Clomiphene (Clomid),Clomiphene,Clomid
Clomiphene (Clomid),Clomiphene,Clomid
Clomipramine Hcl (Anafranil),Clomipramine,Anafranil
Clomipramine Hcl (Anafranil),Clomipramine,Anafranil
Clonazepam (Klonopin),Clonazepam,Klonopin
Clonazepam (Klonopin),Clonazepam,Klonopin
Clonidine (Catapres),Clonidine,Catapres
Clonidine (Catapres),Clonidine,Catapres
Clonidine (Catapres-TTS),Clonidine,Catapres-TTS
Clonidine (Catapres-TTS),Clonidine,Catapres-TTS
Clonidine Hydrochloride and Chlorthalidone (Clorpres),Clonidine,Clorpres
Clonidine Hydrochloride and Chlorthalidone (Clorpres),Clonidine,Clorpres
Clonidine Hydrochloride Extended-Release Tablets (Kapvay),Clonidine,Kapvay
Clonidine Injection (Duraclon),Clonidine,Duraclon
Clonidine Tablets (Jenloga),Clonidine,Jenloga
Clopidogrel Bisulfate (Plavix),Clopidogrel,Plavix
Clopidogrel Bisulfate (Plavix),Clopidogrel,Plavix
Clorazepate Dipotassium (Tranxene),Clorazepate,Tranxene
Clorazepate Dipotassium (Tranxene),Clorazepate,Tranxene
Clorpres (Clonidine Hydrochloride and Chlorthalidone),Clorpres,Clonidine
Clorpres (Clonidine Hydrochloride and Chlorthalidone),Clorpres,Clonidine
Clotrimazole (Mycelex),Clotrimazole,Mycelex
Clotrimazole (Mycelex),Clotrimazole,Mycelex
Clotrimazole and Betamethasone (Lotrisone),Clotrimazole,Lotrisone
Clotrimazole and Betamethasone (Lotrisone),Clotrimazole,Lotrisone
Clotrimazole Vaginal Cream (Gyne-Lotrimin),Clotrimazole,Gyne-Lotrimin
Clotrimazole Vaginal Cream (Gyne-Lotrimin),Clotrimazole,Gyne-Lotrimin
Clozapine (Clozaril),Clozapine,Clozaril
Clozapine (Clozaril),Clozapine,Clozaril
Clozapine (Fazaclo),Clozapine,Fazaclo
Clozapine (Fazaclo),Clozapine,Fazaclo
Clozapine Oral Suspension (Versacloz),Clozapine,Versacloz
Clozaril (Clozapine),Clozaril,Clozapine
Clozaril (Clozapine),Clozaril,Clozapine
Clurandrenolide Cream (Cordran Cream),Clurandrenolide,Cordran
Clurandrenolide Cream (Cordran Cream),Clurandrenolide,Cordran
Coagadex (Coagulation Factor X Lyophilized Powder ),Coagadex,Coagulation
Coagulation Factor IX (Human) (Mononine),Coagulation,Human
Coagulation Factor IX (Human) (Mononine),Coagulation,Human
Coagulation Factor IX (Recombinant) Albumin Fusion Protein Lyophilized Powder Intravenous Injection  (Idelvion),Coagulation,Recombinant
Coagulation Factor IX (Recombinant) for Intramuscular Injection (Rixubis),Coagulation,Recombinant
Coagulation Factor IX Recombinant for Injection (BeneFIX),Coagulation,BeneFIX
Coagulation Factor IX Recombinant for Injection (BeneFIX),Coagulation,BeneFIX
Coagulation Factor VIIa (Recombinant) (Novoseven),Coagulation,Recombinant
Coagulation Factor VIIa (Recombinant) (Novoseven),Coagulation,Recombinant
Coagulation Factor X Lyophilized Powder  (Coagadex),Coagulation,Coagadex
Coartem (Artemether Lumefantrine Tablets),Coartem,Artemether
Coartem (Artemether Lumefantrine Tablets),Coartem,Artemether
Cobicistat Tablets (Tybost),Cobicistat,Tybost
Cobimetinib Tablets (Cotellic),Cobimetinib,Cotellic
Cocaine (Cocaine Hydrochloride Topical Solution),Cocaine,Cocaine
Cocaine Hydrochloride Topical Solution (Cocaine),Cocaine,Cocaine
Codeine (Codeine Sulfate),Codeine,Codeine
Codeine (Codeine Sulfate),Codeine,Codeine
Codeine Phosphate (Codeine Phosphate),Codeine,Codeine
Codeine Phosphate (Codeine Phosphate),Codeine,Codeine
Codeine Phosphate and Promethazine HCl (Phenergan-Codeine),Codeine,Phenergan-Codeine
Codeine Phosphate and Promethazine HCl (Phenergan-Codeine),Codeine,Phenergan-Codeine
"Codeine Polistirex, Chlorpheniramine Polistirex Extended-release Oral Suspension (Tuzistra XR)",Codeine,Tuzistra
Codeine Sulfate (Codeine),Codeine,Codeine
Codeine Sulfate (Codeine),Codeine,Codeine
Cogentin (Benztropine Mesylate Injection),Cogentin,Benztropine
Cogentin (Benztropine Mesylate Injection),Cogentin,Benztropine
Cognex (Tacrine),Cognex,Tacrine
Cognex (Tacrine),Cognex,Tacrine
Colazal (Balsalazide),Colazal,Balsalazide
Colazal (Balsalazide),Colazal,Balsalazide
Colchicine (Colchicine),Colchicine,Colchicine
Colchicine Capsules (Mitigare),Colchicine,Mitigare
Colchicine Tablets (Colcrys),Colchicine,Colcrys
Colchicine Tablets (Colcrys),Colchicine,Colcrys
Colchicinum 4X Transdermal Gel (ColciGel),Colchicinum,ColciGel
ColciGel (Colchicinum 4X Transdermal Gel),ColciGel,Colchicinum
Colcrys (Colchicine Tablets),Colcrys,Colchicine
Colcrys (Colchicine Tablets),Colcrys,Colchicine
Colesevelam Hcl (Welchol),Colesevelam,Welchol
Colesevelam Hcl (Welchol),Colesevelam,Welchol
Colestid (Colestipol),Colestid,Colestipol
Colestid (Colestipol),Colestid,Colestipol
Colestipol (Colestid),Colestipol,Colestid
Colestipol (Colestid),Colestipol,Colestid
Colistimethate Injection (Coly-Mycin M),Colistimethate,Coly-Mycin
Colistimethate Injection (Coly-Mycin M),Colistimethate,Coly-Mycin
Colistin Sulfate with Neomycin and Hydrocortisone  (Coly-Mycin S Otic),Colistin,Coly-Mycin
Colistin Sulfate with Neomycin and Hydrocortisone  (Coly-Mycin S Otic),Colistin,Coly-Mycin
Collagenase (Santyl),Collagenase,Santyl
Collagenase (Santyl),Collagenase,Santyl
Collagenase Clostridium Histolyticum (Xiaflex),Collagenase,Xiaflex
Collagenase Clostridium Histolyticum (Xiaflex),Collagenase,Xiaflex
Coly-Mycin M (Colistimethate Injection),Coly-Mycin,Colistimethate
Coly-Mycin M (Colistimethate Injection),Coly-Mycin,Colistimethate
Coly-Mycin S Otic (Colistin Sulfate with Neomycin and Hydrocortisone ),Coly-Mycin,Colistin
Coly-Mycin S Otic (Colistin Sulfate with Neomycin and Hydrocortisone ),Coly-Mycin,Colistin
CoLyte (PEG Electrolytes Solution),CoLyte,PEG
CoLyte (PEG Electrolytes Solution),CoLyte,PEG
"Combigan (Brimonidine Tartrate, Timolol Maleate Ophthalmic Solution .2%/.5%)",Combigan,Brimonidine
"Combigan (Brimonidine Tartrate, Timolol Maleate Ophthalmic Solution .2%/.5%)",Combigan,Brimonidine
"Combined Diphtheria, Tetanus Toxoids, Acellular Pertussis, Hepatitis B, Inactivated Poliomyelitis, Adsorbed Conjugated  (Infanrix Hexa)",Combined,Infanrix
"CombiPatch (Estradiol, Norethindrone Acetate Transdermal System)",CombiPatch,Estradiol
"CombiPatch (Estradiol, Norethindrone Acetate Transdermal System)",CombiPatch,Estradiol
Combivent (Ipratropium Bromide and Albuterol Sulfate),Combivent,Ipratropium
Combivent (Ipratropium Bromide and Albuterol Sulfate),Combivent,Ipratropium
Combivent Respimat (Ipratropium Bromide and Albuterol),Combivent,Ipratropium
Combivent Respimat (Ipratropium Bromide and Albuterol),Combivent,Ipratropium
"Combivir (Lamivudine, Zidovudine)",Combivir,Lamivudine
"Combivir (Lamivudine, Zidovudine)",Combivir,Lamivudine
Combunox (Oxycodone HCl and Ibuprofen),Combunox,Oxycodone
Combunox (Oxycodone HCl and Ibuprofen),Combunox,Oxycodone
Cometriq (Cabozantinib Capsules),Cometriq,Cabozantinib
Cometriq (Cabozantinib Capsules),Cometriq,Cabozantinib
Compazine (Prochlorperazine),Compazine,Prochlorperazine
Compazine (Prochlorperazine),Compazine,Prochlorperazine
Complera (Emtricitabine/Rilpivirine/Tenofovir Disoproxil Fumarate Tablets),Complera,Emtricitabine
Complera (Emtricitabine/Rilpivirine/Tenofovir Disoproxil Fumarate Tablets),Complera,Emtricitabine
Compro (Prochlorperazine Suppositories),Compro,Prochlorperazine
Compro (Prochlorperazine Suppositories),Compro,Prochlorperazine
Comtan (Entacapone),Comtan,Entacapone
Comtan (Entacapone),Comtan,Entacapone
Comvax (Haemophilus b Conjugate and Hepatitis B Vaccine),Comvax,Haemophilus
Comvax (Haemophilus b Conjugate and Hepatitis B Vaccine),Comvax,Haemophilus
Concerta (Methylphenidate Extended-Release Tablets),Concerta,Methylphenidate
Concerta (Methylphenidate Extended-Release Tablets),Concerta,Methylphenidate
Condylox Gel (Podofilox Gel),Condylox,Podofilox
Condylox Gel (Podofilox Gel),Condylox,Podofilox
Condylox Topical (Podofilox Topical Solution ),Condylox,Podofilox
Condylox Topical (Podofilox Topical Solution ),Condylox,Podofilox
Conivaptan Hcl Injection (Vaprisol),Conivaptan,Vaprisol
Conivaptan Hcl Injection (Vaprisol),Conivaptan,Vaprisol
Conjugated Estrogens (Premarin),Conjugated,Premarin
Conjugated Estrogens (Premarin),Conjugated,Premarin
Conjugated Estrogens and Bazedoxifene Tablets (Duavee),Conjugated,Duavee
Conjugated Estrogens for Injection (Premarin Injection),Conjugated,Premarin
Conjugated Estrogens Vaginal Cream (Premarin Vaginal Cream),Conjugated,Premarin
Conjugated Estrogens Vaginal Cream (Premarin Vaginal Cream),Conjugated,Premarin
"Conjugated Estrogens, Medroxyprogesterone Acetate (Prempro, Premphase)",Conjugated,Prempro
"Conjugated Estrogens, Medroxyprogesterone Acetate (Prempro, Premphase)",Conjugated,Prempro
"Conray (Iothalamate Meglumine Injection, USP 43%)",Conray,Iothalamate
Contrave (Naltrexone HCl and Bupropion HCl Extended-Release Tablets),Contrave,Naltrexone
ConZip (Tramadol Hydrochloride Extended-release Capsules),ConZip,Tramadol
Copaxone (Glatiramer Acetate),Copaxone,Glatiramer
Copaxone (Glatiramer Acetate),Copaxone,Glatiramer
Copegus (Ribavirin),Copegus,Ribavirin
Copegus (Ribavirin),Copegus,Ribavirin
Cordarone (Amiodarone HCl Tablets),Cordarone,Amiodarone
Cordarone (Amiodarone HCl Tablets),Cordarone,Amiodarone
Cordarone IV (Amiodarone Intravenous),Cordarone,Amiodarone
Cordran Cream (Clurandrenolide Cream),Cordran,Clurandrenolide
Cordran Cream (Clurandrenolide Cream),Cordran,Clurandrenolide
Cordran Lotion (Flurandrenolide Lotion),Cordran,Flurandrenolide
Cordran Lotion (Flurandrenolide Lotion),Cordran,Flurandrenolide
Cordran Tape (Flurandrenolide Tape),Cordran,Flurandrenolide
Cordran Tape (Flurandrenolide Tape),Cordran,Flurandrenolide
Coreg (Carvedilol),Coreg,Carvedilol
Coreg (Carvedilol),Coreg,Carvedilol
Coreg CR (Carvedilol Phosphate Extended-Release),Coreg,Carvedilol
Coreg CR (Carvedilol Phosphate Extended-Release),Coreg,Carvedilol
Corgard (Nadolol),Corgard,Nadolol
Corgard (Nadolol),Corgard,Nadolol
Corifact (Factor XIII Concentrate (Human) Lyophilized Powder Reconstitution for Intravenous Use),Corifact,Factor
Corlanor  (Ivabradine Tablets),Corlanor,Ivabradine
Corlopam (Fenoldopam Mesylate),Corlopam,Fenoldopam
Cormax Ointment (Clobetasol Propionate Ointment),Cormax,Clobetasol
Cormax Ointment (Clobetasol Propionate Ointment),Cormax,Clobetasol
Cortaid (Hydrocortisone Cream and Ointment 1.0%),Cortaid,Hydrocortisone
Cortaid (Hydrocortisone Cream and Ointment 1.0%),Cortaid,Hydrocortisone
Cortef (Hydrocortisone Tablet),Cortef,Hydrocortisone
Cortef (Hydrocortisone Tablet),Cortef,Hydrocortisone
Cortenema (Hydrocortisone),Cortenema,Hydrocortisone
Cortenema (Hydrocortisone),Cortenema,Hydrocortisone
Corticorelin Ovine Triflutate for Injection (Acthrel),Corticorelin,Acthrel
Corticorelin Ovine Triflutate for Injection (Acthrel),Corticorelin,Acthrel
Cortisone Acetate (Cortone),Cortisone,Cortone
Cortisone Acetate (Cortone),Cortisone,Cortone
"Cortisporin Cream (Hydrocortisone, Neomycin, Polymyxin B)",Cortisporin,Hydrocortisone
"Cortisporin Ointment (Neomycin and Polymyxin B Sulfates, Bacitracin Zinc, and Hydrocortisone)",Cortisporin,Neomycin
"Cortisporin Ophthalmic Ointment (Neomycin and Polymyxin B Sulfates, Bacitracin Zinc, and Hydrocortisone Ophthalmic )",Cortisporin,Neomycin
Cortisporin Ophthalmic Suspension (Neomycin and Polymyxin B Sulfates and Hydrocortisone Opthalmic Suspension),Cortisporin,Neomycin
Cortisporin Ophthalmic Suspension (Neomycin and Polymyxin B Sulfates and Hydrocortisone Opthalmic Suspension),Cortisporin,Neomycin
Cortisporin Otic Solution (Neomycin and Polymyxin B Sulfates and Hydrocortisone Otic Solution),Cortisporin,Neomycin
Cortisporin Otic Suspension (Neomycin and Polymyxin B Sulfates and Hydrocortisone Otic Suspension),Cortisporin,Neomycin
Cortone (Cortisone Acetate),Cortone,Cortisone
Cortone (Cortisone Acetate),Cortone,Cortisone
Cortrosyn (Cosyntropin),Cortrosyn,Cosyntropin
Corvert (Ibutilide Fumarate Injection),Corvert,Ibutilide
Corvert (Ibutilide Fumarate Injection),Corvert,Ibutilide
Corzide (Nadolol and Bendroflumethiazide),Corzide,Nadolol
Corzide (Nadolol and Bendroflumethiazide),Corzide,Nadolol
Cosentyx (Secukinumab Injection),Cosentyx,Secukinumab
Cosmegen (Dactinomycin for Injection),Cosmegen,Dactinomycin
Cosmegen (Dactinomycin for Injection),Cosmegen,Dactinomycin
Cosopt (Dorzolamide Hydrochloride-Timolol Maleate Ophthalmic Solution),Cosopt,Dorzolamide
Cosopt (Dorzolamide Hydrochloride-Timolol Maleate Ophthalmic Solution),Cosopt,Dorzolamide
Cosyntropin (Cortrosyn),Cosyntropin,Cortrosyn
Cotellic (Cobimetinib Tablets),Cotellic,Cobimetinib
Coumadin (Warfarin Sodium),Coumadin,Warfarin
Coumadin (Warfarin Sodium),Coumadin,Warfarin
Covera-HS (Verapamil),Covera-HS,Verapamil
Covera-HS (Verapamil),Covera-HS,Verapamil
Cozaar (Losartan Potassium),Cozaar,Losartan
Cozaar (Losartan Potassium),Cozaar,Losartan
Creon (Pancrelipase Capsules),Creon,Pancrelipase
Creon (Pancrelipase Capsules),Creon,Pancrelipase
Creon 10 (Pancrelipase Delayed-Released Capsules),Creon,Pancrelipase
Creon 10 (Pancrelipase Delayed-Released Capsules),Creon,Pancrelipase
Creon 20 (Pancrelipase Delayed-Released Capsules),Creon,Pancrelipase
Creon 20 (Pancrelipase Delayed-Released Capsules),Creon,Pancrelipase
Creon 5 (Pancrelipase Delayed-Release Minimicrospheres),Creon,Pancrelipase
Creon 5 (Pancrelipase Delayed-Release Minimicrospheres),Creon,Pancrelipase
Cresemba (Isavuconazonium Sulfate Injection and Capsules),Cresemba,Isavuconazonium
Crestor (Rosuvastatin Calcium),Crestor,Rosuvastatin
Crestor (Rosuvastatin Calcium),Crestor,Rosuvastatin
Crinone (Progesterone Gel),Crinone,Progesterone
Crinone (Progesterone Gel),Crinone,Progesterone
Crixivan (Indinavir Sulfate),Crixivan,Indinavir
Crixivan (Indinavir Sulfate),Crixivan,Indinavir
crizotinib (Xalkori),crizotinib,Xalkori
crizotinib (Xalkori),crizotinib,Xalkori
Crofab (Crotalidae Polyvalent Immune Fab Ovine),Crofab,Crotalidae
Crofelemer Delayed-Release Tablets (Fulyzaq),Crofelemer,Fulyzaq
Crolom (Cromolyn Ophthalmic),Crolom,Cromolyn
Crolom (Cromolyn Ophthalmic),Crolom,Cromolyn
Cromolyn Ophthalmic (Crolom),Cromolyn,Crolom
Cromolyn Ophthalmic (Crolom),Cromolyn,Crolom
Cromolyn Sodium (Nasalcrom),Cromolyn,Nasalcrom
Cromolyn Sodium (Nasalcrom),Cromolyn,Nasalcrom
Cromolyn Sodium Inhalation Aerosol (Intal Inhaler),Cromolyn,Intal
